exercise_type_id,step_id,step_text,step_next_step_id,format,score,is_first_step,possible_answer_id,possible_answer_next_step_id,answer_text,answer_interpretation
1487,13694,<p>What do you fill in for the changes and the equilibrium concentrations in the ICE table?</p>,,multi-choice,9,false,15749,13703,"<p><img src=""https://storage.googleapis.com/nl-create-resources/uploads/stage/user/262/ICE2_1.png"" width=""354"" style="""" height=""93.10200180053711""></p>",correct
1487,13696,<p>How does the equilibrium constant equation look like?</p>,,multi-choice,8,false,15750,13690,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{K}\:=\:\frac{\left\lbrack PCl_3\right\rbrack\left\lbrack Cl_2\right\rbrack}{\left\lbrack PCl_5\right\rbrack}=\:0.021""><span class=""ML__strut"" style=""height:1.43em""></span><span class=""ML__strut--bottom"" style=""height:2.37em;vertical-align:-0.93em""></span><span class=""ML__base""><span class=""ML__mathit"" style=""margin-right:0.08em"">K</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.43em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""left-right""><span class=""ML__small-delim ML__open""><span>[</span></span><span><span class=""ML__cmr"">PCl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">5</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span><span class=""ML__small-delim ML__close""><span>]</span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""left-right""><span class=""ML__small-delim ML__open""><span>[</span></span><span><span class=""ML__cmr"">PCl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">3</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span><span class=""ML__small-delim ML__close""><span>]</span></span></span><span class=""left-right"" style=""margin-left:0.17em""><span class=""ML__small-delim ML__open""><span>[</span></span><span><span class=""ML__cmr"">Cl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">2</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span><span class=""ML__small-delim ML__close""><span>]</span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.94em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">0</span><span class=""ML__cmr"">.021</span></span></span></span>﻿</span></p>",correct
1487,13682,"<p>Consider the following reaction:</p><p><br></p><p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\quad\quad\quad aA+bB\:\rightleftharpoons\:cC+dD""><span class=""ML__strut"" style=""height:0.7em""></span><span class=""ML__strut--bottom"" style=""height:0.78em;vertical-align:-0.08em""></span><span class=""ML__base""><span class=""quad""></span><span class=""quad""></span><span class=""quad""></span><span class=""ML__cmr"">aA</span><span class=""ML__cmr"" style=""margin-left:0.23em"">+</span><span class=""ML__cmr"" style=""margin-left:0.23em"">b</span><span class=""ML__cmr"">B</span><span class=""mediumspace""></span><span class=""ML__ams"" style=""margin-left:0.28em"">⇌</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">c</span><span class=""ML__cmr"">C</span><span class=""ML__cmr"" style=""margin-left:0.23em"">+</span><span class=""ML__cmr"" style=""margin-left:0.23em"">d</span><span class=""ML__cmr"">D</span></span></span></span>﻿</span>﻿</span></p><p><br></p><p>For this reaction the equilibrium constant is:</p><p><br></p><p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\quad\quad\quad\mathit{K}\:=\:\frac{\left\lbrack C\right\rbrack^c\left\lbrack D\right\rbrack^d}{\left\lbrack A\right\rbrack^a\left\lbrack B\right\rbrack^b}""><span class=""ML__strut"" style=""height:1.53em""></span><span class=""ML__strut--bottom"" style=""height:2.47em;vertical-align:-0.93em""></span><span class=""ML__base""><span class=""quad""></span><span class=""quad""></span><span class=""quad""></span><span class=""ML__mathit"" style=""margin-right:0.08em"">K</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.53em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""left-right""><span class=""ML__small-delim ML__open""><span>[</span></span><span><span class=""ML__cmr"">A</span></span><span class=""ML__small-delim ML__close""><span>]</span></span></span><span><span class=""msubsup""><span class=""vlist-t""><span class=""vlist-r""><span class=""vlist"" style=""height:0.6em""><span style=""top:-3.28em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">a</span></span></span></span></span></span></span></span></span><span class=""left-right"" style=""margin-left:0.17em""><span class=""ML__small-delim ML__open""><span>[</span></span><span><span class=""ML__cmr"">B</span></span><span class=""ML__small-delim ML__close""><span>]</span></span></span><span><span class=""msubsup""><span class=""vlist-t""><span class=""vlist-r""><span class=""vlist"" style=""height:0.78em""><span style=""top:-3.28em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">b</span></span></span></span></span></span></span></span></span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""left-right""><span class=""ML__small-delim ML__open""><span>[</span></span><span><span class=""ML__cmr"">C</span></span><span class=""ML__small-delim ML__close""><span>]</span></span></span><span><span class=""msubsup""><span class=""vlist-t""><span class=""vlist-r""><span class=""vlist"" style=""height:0.67em""><span style=""top:-3.36em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">c</span></span></span></span></span></span></span></span></span><span class=""left-right"" style=""margin-left:0.17em""><span class=""ML__small-delim ML__open""><span>[</span></span><span><span class=""ML__cmr"">D</span></span><span class=""ML__small-delim ML__close""><span>]</span></span></span><span><span class=""msubsup""><span class=""vlist-t""><span class=""vlist-r""><span class=""vlist"" style=""height:0.85em""><span style=""top:-3.36em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">d</span></span></span></span></span></span></span></span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.94em""></span></span></span><span class=""nulldelimiter""></span></span></span></span></span>﻿</span>﻿</span></p>",13696,,,false,,,,
1487,13707,"<p>This is indeed one of the possible roots of the equation. However, ﻿﻿<span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{x}""><span class=""ML__strut"" style=""height:0.44em""></span><span class=""ML__base""><span class=""ML__mathit"">x</span></span></span></span>﻿</span> equals <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\left[PCl_3\right]""><span class=""ML__strut"" style=""height:0.75em""></span><span class=""ML__strut--bottom"" style=""height:1em;vertical-align:-0.25em""></span><span class=""ML__base""><span class=""left-right""><span class=""ML__small-delim ML__open""><span>[</span></span><span><span class=""ML__cmr"">PCl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">3</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span><span class=""ML__small-delim ML__close""><span>]</span></span></span></span></span></span>﻿</span>﻿﻿, and a concentration cannot have a negative value.</p>",13697,,,false,,,,
1487,13696,<p>How does the equilibrium constant equation look like?</p>,,multi-choice,8,false,15751,13682,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{K}=\frac{\lbrack PCl_5\rbrack}{\lbrack PCl_3\rbrack\lbrack Cl_2\rbrack}=0.021""><span class=""ML__strut"" style=""height:1.43em""></span><span class=""ML__strut--bottom"" style=""height:2.37em;vertical-align:-0.93em""></span><span class=""ML__base""><span class=""ML__mathit"" style=""margin-right:0.08em"">K</span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.43em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">[</span><span class=""ML__cmr"">PCl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">3</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"">]</span><span class=""ML__cmr"">[</span><span class=""ML__cmr"">Cl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">2</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"">]</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">[</span><span class=""ML__cmr"">PCl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">5</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"">]</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.94em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""ML__cmr"" style=""margin-left:0.28em"">0</span><span class=""ML__cmr"">.021</span></span></span></span>﻿</span></p>",incorrect
1487,13696,<p>How does the equilibrium constant equation look like?</p>,,multi-choice,8,false,15752,13682,<p>I don't know and I would like to have a hint.</p>,incorrect
1487,13696,<p>How does the equilibrium constant equation look like?</p>,,multi-choice,8,false,15753,13682,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{K}=\frac{\lbrack PCl_3\rbrack\lbrack Cl_2\rbrack}{\lbrack PCl_5\rbrack}=0.5""><span class=""ML__strut"" style=""height:1.43em""></span><span class=""ML__strut--bottom"" style=""height:2.37em;vertical-align:-0.93em""></span><span class=""ML__base""><span class=""ML__mathit"" style=""margin-right:0.08em"">K</span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.43em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">[</span><span class=""ML__cmr"">PCl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">5</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"">]</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">[</span><span class=""ML__cmr"">PCl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">3</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"">]</span><span class=""ML__cmr"">[</span><span class=""ML__cmr"">Cl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">2</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"">]</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.94em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""ML__cmr"" style=""margin-left:0.28em"">0</span><span class=""ML__cmr"">.5</span></span></span></span>﻿</span>﻿</span></p>",incorrect
1487,13696,<p>How does the equilibrium constant equation look like?</p>,,multi-choice,8,false,15754,13682,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{K}=\frac{\lbrack PCl_5\rbrack}{\lbrack PCl_3\rbrack\lbrack Cl_2\rbrack}=0.5""><span class=""ML__strut"" style=""height:1.43em""></span><span class=""ML__strut--bottom"" style=""height:2.37em;vertical-align:-0.93em""></span><span class=""ML__base""><span class=""ML__mathit"" style=""margin-right:0.08em"">K</span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mfrac"" style=""margin-left:0.28em""><span class=""nulldelimiter""></span><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:1.43em""><span class=""ML__center"" style=""top:-2.31em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">[</span><span class=""ML__cmr"">PCl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">3</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"">]</span><span class=""ML__cmr"">[</span><span class=""ML__cmr"">Cl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">2</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"">]</span></span></span><span style=""top:-3.23em""><span class=""pstrut"" style=""height:3em""></span><span class=""ML__frac-line""></span></span><span class=""ML__center"" style=""top:-3.67em""><span class=""pstrut"" style=""height:3em""></span><span><span class=""ML__cmr"">[</span><span class=""ML__cmr"">PCl</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.31em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">5</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"">]</span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.94em""></span></span></span><span class=""nulldelimiter""></span></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""ML__cmr"" style=""margin-left:0.28em"">0</span><span class=""ML__cmr"">.5</span></span></span></span>﻿</span>﻿</span></p>",incorrect
1488,13715,<p>The change in entropy after a cycle is zero. </p>,13724,,,false,,,,
1488,13708,<p>What is the energy that is expelled?</p>,,multi-choice,2,false,15772,13719,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{Q_c}""><span class=""ML__strut"" style=""height:0.69em""></span><span class=""ML__strut--bottom"" style=""height:0.88em;vertical-align:-0.19em""></span><span class=""ML__base""><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span>﻿</span>﻿</span></p>",incorrect
1488,13708,<p>What is the energy that is expelled?</p>,,multi-choice,2,false,15773,13719,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{W}""><span class=""ML__strut"" style=""height:0.69em""></span><span class=""ML__base"" style=""margin-right:0.14em""><span class=""ML__mathit"" style=""margin-right:0.14em"">W</span></span></span></span>﻿</span></p>",incorrect
1488,13708,<p>What is the energy that is expelled?</p>,,multi-choice,2,false,15774,13720,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{W+\:Q_c}""><span class=""ML__strut"" style=""height:0.7em""></span><span class=""ML__strut--bottom"" style=""height:0.9em;vertical-align:-0.2em""></span><span class=""ML__base""><span class=""ML__mathit"" style=""margin-right:0.14em"">W</span><span class=""ML__mathit"" style=""margin-left:0.23em"">+</span><span class=""mediumspace""></span><span class=""ML__mathit"" style=""margin-left:0.23em"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span>﻿</span></p>",correct
1488,13709,<p>What is the efficiency of the engine?</p>,,free-text,4,true,15775,13721,<p>0.93</p>,incorrect
1488,13709,<p>What is the efficiency of the engine?</p>,,free-text,4,true,15776,13714,Other Answers,incorrect
1488,13709,<p>What is the efficiency of the engine?</p>,,free-text,4,true,15777,,<p>0.55</p>,correct
1488,13710,<p>What is the cost?</p>,,multi-choice,14,false,15778,13731,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{Q_c}""><span class=""ML__strut"" style=""height:0.69em""></span><span class=""ML__strut--bottom"" style=""height:0.88em;vertical-align:-0.19em""></span><span class=""ML__base""><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span>﻿</span> - the heat expelled to the cold reservoir</p>",incorrect
1488,13710,<p>What is the cost?</p>,,multi-choice,14,false,15779,13722,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{Q_h}""><span class=""ML__strut"" style=""height:0.69em""></span><span class=""ML__strut--bottom"" style=""height:0.88em;vertical-align:-0.19em""></span><span class=""ML__base""><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span>﻿</span>﻿</span>  - the heat absorbed from the hot reservoir</p>",correct
1488,13710,<p>What is the cost?</p>,,multi-choice,14,false,15780,13731,"<p><span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{Q_h}\:+\:\mathit{Q_c}""><span class=""ML__strut"" style=""height:0.69em""></span><span class=""ML__strut--bottom"" style=""height:0.88em;vertical-align:-0.19em""></span><span class=""ML__base""><span class=""ML__mathit"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.23em"">+</span><span class=""mediumspace""></span><span class=""ML__mathit"" style=""margin-left:0.23em"">Q</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span></span></span></span>﻿</span>﻿</span></p>",incorrect
1488,13714,<p>Would you like to try again or would you like a hint?</p>,,multi-choice,12,false,15781,13735,<p>I would like to have a hint.</p>,neutral
1488,13714,<p>Would you like to try again or would you like a hint?</p>,,multi-choice,12,false,15782,13709,<p>Try again</p>,neutral
1488,13716,"<p>Calculate the efficiency of the engine if <span class=""equationBlot"" contenteditable=""false"">﻿<span contenteditable=""false"">﻿<span contenteditable=""false""><span class=""ML__mathlive"" data-latex=""\mathit{T_h}\:=\:400_{\placeholder{⬚}}^{\circ}C\:\:and\:\mathit{T_c}=30_{\placeholder{⬚}}^{\circ}C""><span class=""ML__strut"" style=""height:0.73em""></span><span class=""ML__strut--bottom"" style=""height:0.98em;vertical-align:-0.24em""></span><span class=""ML__base""><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.34em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">h</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""mediumspace""></span><span class=""ML__cmr"" style=""margin-left:0.28em"">4</span><span class=""ML__cmr"">00</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.73em""><span style=""top:-2.75em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span> </span></span></span></span><span style=""top:-3.41em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">∘</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.25em""></span></span></span></span></span><span class=""ML__cmr"">C</span><span class=""mediumspace""></span><span class=""mediumspace""></span><span class=""ML__cmr"">and</span><span class=""mediumspace""></span><span class=""ML__mathit"" style=""margin-right:0.14em"">T</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.16em""><span style=""top:-2.85em;margin-right:0.05em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__mathit"">c</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.15em""></span></span></span></span></span><span class=""ML__cmr"" style=""margin-left:0.28em"">=</span><span class=""ML__cmr"" style=""margin-left:0.28em"">3</span><span class=""ML__cmr"">0</span><span><span class=""msubsup""><span class=""vlist-t vlist-t2""><span class=""vlist-r""><span class=""vlist"" style=""height:0.73em""><span style=""top:-2.75em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span> </span></span></span></span><span style=""top:-3.41em""><span class=""pstrut"" style=""height:3em""></span><span style=""font-size:70%""><span><span class=""ML__cmr"">∘</span></span></span></span></span><span class=""vlist-s"">​</span></span><span class=""vlist-r""><span class=""vlist"" style=""height:0.25em""></span></span></span></span></span><span class=""ML__cmr"">C</span></span></span></span>﻿</span>﻿</span></p>",,multi-choice,5,false,15783,13734,<p>0.93</p>,incorrect
